datasetTitle,source
Barro-Lee: Percentage of female population age 40-44 with no education,1
Barro-Lee: Percentage of female population age 40-44 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of female population age 40-44 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of female population age 40-44 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of female population age 40-44 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of female population age 45-49 with no education,1
Barro-Lee: Percentage of female population age 45-49 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of female population age 45-49 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of female population age 45-49 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of female population age 45-49 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of female population age 50-54 with no education,1
Barro-Lee: Percentage of female population age 50-54 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of female population age 50-54 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of female population age 50-54 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of female population age 50-54 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of female population age 55-59 with no education,1
Barro-Lee: Percentage of female population age 55-59 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of female population age 55-59 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of female population age 55-59 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of female population age 55-59 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of female population age 60-64 with no education,1
Barro-Lee: Percentage of female population age 60-64 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of female population age 60-64 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of female population age 60-64 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of female population age 60-64 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of female population age 65-69 with no education,1
Barro-Lee: Percentage of female population age 65-69 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of female population age 65-69 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of female population age 65-69 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of female population age 65-69 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of female population age 70-74 with no education,1
Barro-Lee: Percentage of female population age 70-74 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of female population age 70-74 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of female population age 70-74 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of female population age 70-74 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of female population age 75+ with no education,1
Barro-Lee: Percentage of female population age 75+ with primary schooling. Completed Primary,1
Barro-Lee: Percentage of female population age 75+ with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of female population age 75+ with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of female population age 75+ with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of population age 15+ with no education,1
Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,1
Barro-Lee: Percentage of population age 15+ with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of population age 15+ with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of population age 15+ with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of population age 15-19 with no education,1
Barro-Lee: Percentage of population age 15-19 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of population age 15-19 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of population age 15-19 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of population age 20-24 with no education,1
Barro-Lee: Percentage of population age 20-24 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of population age 20-24 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of population age 20-24 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of population age 20-24 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of population age 25+ with no education,1
Barro-Lee: Percentage of population age 25+ with primary schooling. Completed Primary,1
Barro-Lee: Percentage of population age 25+ with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of population age 25+ with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of population age 25+ with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of population age 25+ with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of population age 25-29 with no education,1
Barro-Lee: Percentage of population age 25-29 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of population age 25-29 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of population age 25-29 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of population age 30-34 with no education,1
Barro-Lee: Percentage of population age 30-34 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of population age 30-34 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of population age 30-34 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of population age 30-34 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of population age 35-39 with no education,1
Barro-Lee: Percentage of population age 35-39 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of population age 35-39 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of population age 35-39 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of population age 35-39 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of population age 40-44 with no education,1
Barro-Lee: Percentage of population age 40-44 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of population age 40-44 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of population age 40-44 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of population age 40-44 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of population age 45-49 with no education,1
Barro-Lee: Percentage of population age 45-49 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of population age 45-49 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of population age 45-49 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of population age 45-49 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of population age 50-54 with no education,1
Barro-Lee: Percentage of population age 50-54 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of population age 50-54 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of population age 50-54 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of population age 50-54 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of population age 55-59 with no education,1
Barro-Lee: Percentage of population age 55-59 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of population age 55-59 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of population age 55-59 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of population age 55-59 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of population age 60-64 with no education,1
Barro-Lee: Percentage of population age 60-64 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of population age 60-64 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of population age 60-64 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of population age 60-64 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of population age 65-69 with no education,1
Barro-Lee: Percentage of population age 65-69 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of population age 65-69 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of population age 65-69 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of population age 65-69 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of population age 70-74 with no education,1
Barro-Lee: Percentage of population age 70-74 with primary schooling. Completed Primary,1
Barro-Lee: Percentage of population age 70-74 with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of population age 70-74 with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of population age 70-74 with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),1
Barro-Lee: Percentage of population age 75+ with no education,1
Barro-Lee: Percentage of population age 75+ with primary schooling. Completed Primary,1
Barro-Lee: Percentage of population age 75+ with primary schooling. Total (Incomplete and Completed Primary),1
Barro-Lee: Percentage of population age 75+ with secondary schooling. Completed Secondary,1
Barro-Lee: Percentage of population age 75+ with secondary schooling. Total (Incomplete and Completed Secondary),1
Barro-Lee: Percentage of population age 75+ with tertiary schooling. Completed Tertiary,1
Barro-Lee: Percentage of population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),1
"Base Metals, 2000=100, constant 2000$",1
"Base Metals, 2000=100, current$",1
Basic requirements (weighted index 1st pillar to 4th pillar),1
Battle-related deaths (number of people),1
"Believing the court system is fair, impartial and uncorrupted (% of firms identifying this as a major contraint)",1
Beneficiaries' per capita transfer - All Social Insurance,1
Beneficiaries' per capita transfer - All Social Protection,1
Beneficiaries' per capita transfer - All Social Safety Nets,1
Beneficiaries' per capita transfer - Cash Transfer,1
Beneficiaries' per capita transfer - Conditional Cash Transfer,1
Beneficiaries' per capita transfer - Family/Child allowances,1
Beneficiaries' per capita transfer - In-Kind,1
Beneficiaries' per capita transfer - Old Age Contributory,1
Beneficiaries' per capita transfer - other SSN,1
Beneficiaries' per capita transfer - Private Transfers,1
Beneficiaries' per capita transfer - Public Works,1
Beneficiaries' per capita transfer - School-feeding,1
Beneficiaries' per capita transfer - Social Pension,1
Beneficiaries' per capita transfer - Social Security,1
Beneficiaries' per capita transfer - Unemp benefits and ALMP,1
Beneficiaries' per capita transfer held by 1st 20% population - All Social Insurance,1
Beneficiaries' per capita transfer held by 1st 20% population - All Social Protection,1
Beneficiaries' per capita transfer held by 1st 20% population - All Social Safety Nets,1
Beneficiaries' per capita transfer held by 1st 20% population - Cash Transfer,1
Beneficiaries' per capita transfer held by 1st 20% population - Conditional Cash Transfer,1
Beneficiaries' per capita transfer held by 1st 20% population - Family/Child allowances,1
Beneficiaries' per capita transfer held by 1st 20% population - In-Kind,1
Beneficiaries' per capita transfer held by 1st 20% population - Old Age Contributory,1
Beneficiaries' per capita transfer held by 1st 20% population - other SSN,1
Beneficiaries' per capita transfer held by 1st 20% population - Private Transfers,1
Beneficiaries' per capita transfer held by 1st 20% population - Public Works,1
Beneficiaries' per capita transfer held by 1st 20% population - School-feeding,1
Beneficiaries' per capita transfer held by 1st 20% population - Social Pension,1
Beneficiaries' per capita transfer held by 1st 20% population - Social Security,1
Beneficiaries' per capita transfer held by 1st 20% population - Unemp benefits and ALMP,1
Beneficiaries' per capita transfer held by 2nd 20% population - All Social Insurance,1
Beneficiaries' per capita transfer held by 2nd 20% population - All Social Protection,1
Beneficiaries' per capita transfer held by 2nd 20% population - All Social Safety Nets,1
Beneficiaries' per capita transfer held by 2nd 20% population - Cash Transfer,1
Beneficiaries' per capita transfer held by 2nd 20% population - Conditional Cash Transfer,1
Beneficiaries' per capita transfer held by 2nd 20% population - Family/Child allowances,1
Beneficiaries' per capita transfer held by 2nd 20% population - In-Kind,1
Beneficiaries' per capita transfer held by 2nd 20% population - Old Age Contributory,1
Beneficiaries' per capita transfer held by 2nd 20% population - other SSN,1
Beneficiaries' per capita transfer held by 2nd 20% population - Private Transfers,1
Beneficiaries' per capita transfer held by 2nd 20% population - Public Works,1
Beneficiaries' per capita transfer held by 2nd 20% population - School-feeding,1
Beneficiaries' per capita transfer held by 2nd 20% population - Social Pension,1
Beneficiaries' per capita transfer held by 2nd 20% population - Social Security,1
Beneficiaries' per capita transfer held by 2nd 20% population - Unemp benefits and ALMP,1
Beneficiaries' per capita transfer held by 3rd 20% population - All Social Insurance,1
Beneficiaries' per capita transfer held by 3rd 20% population - All Social Protection,1
Beneficiaries' per capita transfer held by 3rd 20% population - All Social Safety Nets,1
Beneficiaries' per capita transfer held by 3rd 20% population - Cash Transfer,1
Beneficiaries' per capita transfer held by 3rd 20% population - Conditional Cash Transfer,1
Beneficiaries' per capita transfer held by 3rd 20% population - Family/Child allowances,1
Beneficiaries' per capita transfer held by 3rd 20% population - In-Kind,1
Beneficiaries' per capita transfer held by 3rd 20% population - Old Age Contributory,1
Beneficiaries' per capita transfer held by 3rd 20% population - other SSN,1
Beneficiaries' per capita transfer held by 3rd 20% population - Private Transfers,1
Beneficiaries' per capita transfer held by 3rd 20% population - Public Works,1
Beneficiaries' per capita transfer held by 3rd 20% population - School-feeding,1
Beneficiaries' per capita transfer held by 3rd 20% population - Social Pension,1
Beneficiaries' per capita transfer held by 3rd 20% population - Social Security,1
Beneficiaries' per capita transfer held by 3rd 20% population - Unemp benefits and ALMP,1
Beneficiaries' per capita transfer held by 4th 20% population - All Social Insurance,1
Beneficiaries' per capita transfer held by 4th 20% population - All Social Protection,1
Beneficiaries' per capita transfer held by 4th 20% population - All Social Safety Nets,1
Beneficiaries' per capita transfer held by 4th 20% population - Cash Transfer,1
Beneficiaries' per capita transfer held by 4th 20% population - Conditional Cash Transfer,1
Beneficiaries' per capita transfer held by 4th 20% population - Family/Child allowances,1
Beneficiaries' per capita transfer held by 4th 20% population - In-Kind,1
Beneficiaries' per capita transfer held by 4th 20% population - Old Age Contributory,1
Beneficiaries' per capita transfer held by 4th 20% population - other SSN,1
Beneficiaries' per capita transfer held by 4th 20% population - Private Transfers,1
Beneficiaries' per capita transfer held by 4th 20% population - Public Works,1
Beneficiaries' per capita transfer held by 4th 20% population - School-feeding,1
Beneficiaries' per capita transfer held by 4th 20% population - Social Pension,1
Beneficiaries' per capita transfer held by 4th 20% population - Social Security,1
Beneficiaries' per capita transfer held by 4th 20% population - Unemp benefits and ALMP,1
Beneficiaries' per capita transfer held by 5th 20% population - All Social Insurance,1
Beneficiaries' per capita transfer held by 5th 20% population - All Social Protection,1
Beneficiaries' per capita transfer held by 5th 20% population - All Social Safety Nets,1
Beneficiaries' per capita transfer held by 5th 20% population - Cash Transfer,1
Beneficiaries' per capita transfer held by 5th 20% population - Conditional Cash Transfer,1
Beneficiaries' per capita transfer held by 5th 20% population - Family/Child allowances,1
Beneficiaries' per capita transfer held by 5th 20% population - In-Kind,1
Beneficiaries' per capita transfer held by 5th 20% population - Old Age Contributory,1
Beneficiaries' per capita transfer held by 5th 20% population - other SSN,1
Beneficiaries' per capita transfer held by 5th 20% population - Private Transfers,1
Beneficiaries' per capita transfer held by 5th 20% population - Public Works,1
Beneficiaries' per capita transfer held by 5th 20% population - School-feeding,1
Beneficiaries' per capita transfer held by 5th 20% population - Social Pension,1
Beneficiaries' per capita transfer held by 5th 20% population - Social Security,1
Beneficiaries' per capita transfer held by 5th 20% population - Unemp benefits and ALMP,1
Bilateral ODA commitments that is untied (% of bilateral ODA commitments),1
"Bilateral, sector-allocable ODA to basic social services (% of bilateral ODA commitments)",1
"Binding coverage, all products (%)",1
"Binding coverage, manufactured products (%)",1
"Binding coverage, primary products (%)",1
Biogas consumption (% in TFEC),1
Biogas consumption (TJ),1
"Bird species, threatened",1
"Birth rate, crude (per 1,000 people)",1
Births attended by skilled health staff (% of total),1
Bond interest rate (%),1
Boone indicator,1
"Borrowers from commercial banks (per 1,000 adults)",1
"Bound rate, simple mean, all products (%)",1
"Bound rate, simple mean, manufactured products (%)",1
"Bound rate, simple mean, primary products (%)",1
"Brevet des colleges in Central African Republic, success rate (%)",1
Bribery index (% of gift or informal payment requests during public transactions),1
Broad money (% of GDP),1
Broad money (current LCU),1
"Broad Money (M2) to foreign reserves, ratio",1
"Broad Money (M2) to monetary base, ratio (M2 multiplier)",1
Broad money growth (annual %),1
Broad money to total reserves ratio,1
"Broadband subscribers (per 1,000 people)",1
Budgetary investment (current LCU),1
"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",1
Business extent of disclosure index (0=less disclosure to 10=more disclosure),1
Business Licensing and Permits (% of firms Identifying this as major constraint),1
Business telephone connection charge (current LCU),1
Business telephone connection charge (current US$),1
Business telephone monthly subscription (current LCU),1
Business telephone monthly subscription (current US$),1
Capacity utilization (%),1
"Capital flows not elsewhere included (BoP, current US$)",1
Capital goods imports (constant US$),1
Capital goods imports (current US$),1
Capital revenue (current LCU),1
Capital transfers (current LCU),1
Cash surplus/deficit (% of GDP),1
Cash surplus/deficit (current LCU),1
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1
"Cause of death, by injury (% of total)",1
"Cause of death, by non-communicable diseases (% of total)",1
Central bank assets to GDP (%),1
Central bank intervention rate (%),1
Central government arrears on domestic debt (current LCU),1
Central government arrears on external debt (current LCU),1
"Central government debt service, external (current LCU)",1
"Central government debt, monetary system credit (current LCU)",1
"Central government debt, other domestic (current LCU)",1
"Central government debt, total (% of GDP)",1
"Central government debt, total (current LCU)",1
Central government revenue excluding all grants (current LCU),1
"Central government revenues, excluding all grants (% of GDP)",1
Cereal cropland (% of land area),1
"Cereal exports (FAO, current US$)",1
"Cereal exports quantity (FAO, tonnes)",1
"Cereal food aid deliveries (FAO, tonnes)",1
"Cereal imports (FAO, current US$)",1
"Cereal imports quantity (FAO, tonnes)",1
Cereal production (metric tons),1
Cereal production index (1999-2001 = 100),1
"Cereal production index (gross, 1999-2001 = 100)",1
"Cereal seed quantity (FAO, metric tonnes)",1
Cereal yield (kg per hectare),1
CGH held by poorest 10% - All Social Insurance,1
CGH held by poorest 10% - All Social Protection,1
CGH held by poorest 10% - All Social Safety Nets,1
CGH held by poorest 10% - Cash Transfer,1
CGH held by poorest 10% - Conditional Cash Transfer,1
CGH held by poorest 10% - Family/Child allowances,1
CGH held by poorest 10% - In-Kind,1
CGH held by poorest 10% - Old Age Contributory,1
CGH held by poorest 10% - other SSN,1
CGH held by poorest 10% - Private Transfers,1
CGH held by poorest 10% - Public Works,1
CGH held by poorest 10% - School-feeding,1
CGH held by poorest 10% - Social Pension,1
CGH held by poorest 10% - Social Security,1
CGH held by poorest 10% - Unemp benefits and ALMP,1
CGH held by poorest 20% population - All Social Insurance,1
CGH held by poorest 20% population - All Social Protection,1
CGH held by poorest 20% population - All Social Safety Nets,1
CGH held by poorest 20% population - Cash Transfer,1
CGH held by poorest 20% population - Conditional Cash Transfer,1
CGH held by poorest 20% population - Family/Child allowances,1
CGH held by poorest 20% population - In-Kind,1
CGH held by poorest 20% population - Old Age Contributory,1
CGH held by poorest 20% population - other SSN,1
CGH held by poorest 20% population - Private Transfers,1
CGH held by poorest 20% population - Public Works,1
CGH held by poorest 20% population - School-feeding,1
CGH held by poorest 20% population - Social Pension,1
CGH held by poorest 20% population - Social Security,1
CGH held by poorest 20% population - Unemp benefits and ALMP,1
"Change in Inventories deflator, LCU",1
"Change in Inventories, constant LCU, millions",1
"Change in Inventories, constant US$, millions",1
"Change in Inventories, current LCU, millions",1
"Change in Inventories, current US$, millions",1
Change in stocks public sector (current LCU),1
Change in stocks public sector (current US$),1
"Change in stocks, private sector (constant LCU)",1
"Change in stocks, private sector (current LCU)",1
"Change in stocks, private sector (current US$)",1
"Change in stocks, public sector (constant LCU)",1
Changes in inventories (constant LCU),1
Changes in inventories (current LCU),1
Changes in inventories (current US$),1
"Changes in net reserves (BoP, current US$)",1
"Charges for the use of intellectual property, payments (BoP, current US$)",1
"Charges for the use of intellectual property, receipts (BoP, current US$)",1
Checks used to make payments (% age 15+),1
"Checks used to make payments , female (% age 15+)",1
"Checks used to make payments , income quintiles I (lowest) and II (% age 15+)",1
"Checks used to make payments , income quintiles III, IV, and V (highest) (% age 15+)",1
"Checks used to make payments , male (% age 15+)",1
"Checks used to make payments , older adults (% age 25+)",1
"Checks used to make payments , primary education or less (% age 15+)",1
"Checks used to make payments , rural (% age 15+)",1
"Checks used to make payments , secondary education or more (% age 15+)",1
"Checks used to make payments , urban (% age 15+)",1
"Checks used to make payments , young adults (% ages 15-24)",1
Chemicals (% of value added in manufacturing),1
Child employment in agriculture (% of economically active children ages 7-14),1
"Child employment in agriculture, female (% of female economically active children ages 7-14)",1
"Child employment in agriculture, male (% of male economically active children ages 7-14)",1
Child employment in manufacturing (% of economically active children ages 7-14),1
"Child employment in manufacturing, female (% of female economically active children ages 7-14)",1
"Child employment in manufacturing, male (% of male economically active children ages 7-14)",1
Child employment in services (% of economically active children ages 7-14),1
"Child employment in services, female (% of female economically active children ages 7-14)",1
"Child employment in services, male (% of male economically active children ages 7-14)",1
Children (0-14) living with HIV,1
"Children in employment, female (% of female children ages 7-14)",1
"Children in employment, male (% of male children ages 7-14)",1
"Children in employment, self-employed (% of children in employment, ages 7-14)",1
"Children in employment, study and work (% of children in employment, ages 7-14)",1
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",1
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",1
"Children in employment, total (% of children ages 7-14)",1
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",1
"Children in employment, wage workers (% of children in employment, ages 7-14)",1
"Children in employment, work only (% of children in employment, ages 7-14)",1
"Children in employment, work only, female (% of female children in employment, ages 7-14)",1
"Children in employment, work only, male (% of male children in employment, ages 7-14)",1
Children orphaned by HIV/AIDS,1
"Children out of school, primary",1
"Children out of school, primary, female",1
"Children out of school, primary, male",1
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),1
Civil society organizations in Local Education Group (1=text in notes),1
Claims on central government (annual growth as % of broad money),1
Claims on central government (current LCU),1
"Claims on central government, etc. (% GDP)",1
"Claims on central government, flow (current LCU)",1
Claims on governments and other public entities (% of GDP),1
Claims on governments and other public entities (current LCU),1
"Claims on governments, etc. (annual growth as % of M2)",1
"Claims on nonmonetary financial institutions, flow (current LCU)",1
"Claims on other official entities, flow (current LCU)",1
Claims on other sectors of the domestic economy (% of GDP),1
Claims on other sectors of the domestic economy (annual growth as % of broad money),1
Claims on private sector (annual growth as % of broad money),1
Claims on private sector (annual growth as % of M2),1
"Claims on private sector and other financial institutions, flow (current LCU)",1
"Claims on private sector, flow (current LCU)",1
Closing a business (rank),1
"Closing a business, cost (% of estate)",1
"Closing a business, recovery rate (cents on the dollar)",1
"Closing a business, time (years)",1
CO2 emissions (kg per 2000 US$ of GDP),1
CO2 emissions (kg per 2005 PPP $ of GDP),1
CO2 emissions (kg per 2005 US$ of GDP),1
CO2 emissions (kg per PPP $ of GDP),1
CO2 emissions (kt),1
CO2 emissions (metric tons per capita),1
CO2 emissions from cement production (thousand metric tons),1
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",1
"CO2 emissions from electricity and heat production, total (million metric tons)",1
CO2 emissions from fossil-fuels (% of total),1
"CO2 emissions from fossil-fuels, total (thousand metric tons)",1
CO2 emissions from gas flaring (thousand metric tons),1
CO2 emissions from gaseous fuel consumption (% of total),1
CO2 emissions from gaseous fuel consumption (kt),1
CO2 emissions from liquid fuel consumption (% of total),1
CO2 emissions from liquid fuel consumption (kt),1
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),1
CO2 emissions from manufacturing industries and construction (million metric tons),1
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",1
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (million metric tons)",1
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),1
CO2 emissions from residential buildings and commercial and public services (million metric tons),1
CO2 emissions from solid fuel consumption (% of total),1
CO2 emissions from solid fuel consumption (kt),1
CO2 emissions from transport (% of total fuel combustion),1
CO2 emissions from transport (million metric tons),1
CO2 intensity (kg per kg of oil equivalent energy use),1
Coal rents (% of GDP),1
"Coal, Australia, $/mt, constant 2000$",1
